blupromise,0.78341556724055028
critttybryant_,0.13325543524643907
THE_REAL_MACKO,0.042898818541749116
Stevahn_Decay,0.78810798760823908
eddyhakuna,0.80276712600508349
therealjonhause,0.20239751709501766
houseofmaya,0.88317629197553815
wynterfail,0.2413402806297284
Thee_Spleffy,0.2696634846803368
superman8128,0.33986461241902816
tlove561,0.055713490689942607
Jerettp,0.37721191040641056
KadeAV,0.1406963243387174
Lindsay_Boyer,0.19478248008861365
andrewmotley,0.39287724934649193
itsreileybitch,0.11883863474978239
TheScottKirk,0.11779687995068415
raachellewiss,0.59162353391225819
chrissywood33,0.11371188420375876
Guchata_,0.80195947875482487
kmulvinator,0.96833274605988151
sketsoslut,0.37353710001945251
ashleyhchase,0.77562103899646984
kevr0ckss,0.17625413101487142
AlliMay_22,0.19337147094530427
HigbeeLand101,0.80211883623556346
ProblemChildNIK,0.87890751635454811
UnstableWarrior,0.87563190146367786
hunterpoole88,0.20460445279135914
loopslovee,0.20869197615467172
AustinHaas66,0.38862071183738084
JustJickin,0.064579757619294575
danimarie7111,0.49651435345739064
_FollowMyTrelle,0.65516244662461309
Neisha_Nashayy,0.068364664926883215
JUANUMS,0.54714323608178239
tdmeg,0.23989856342923038
Carlos_isBeast,0.070968787652903459
Mc_Clutcheon,0.72813152600163011
McClusterfucks,0.16400514260472268
Kcrowe95,0.1576157190528254
10ParsonsG,0.09614208085946635
lenaaprilxo,0.87059316983522683
NinangSupreme,0.17736191572237178
katalynamarie,0.2801144941589403
nick_heinrich,0.3569658299986615
LikeAHoe101,0.51223359863864926
BabyJuan209,0.15724616633985947
BookNasty187,0.81598620202521732
Shanreynolds_,0.5916205606684527
targatrophymark,0.7949678930024463
redrodreesie,0.4130581194956221
KingRichardXL,0.56412733885416655
zellerpress,0.92789480038039562
MrSpacely_420,0.091009466378384918
MD_LC33,0.1959663467129974
TakeYuuThere,0.16654857318897884
Tvichi22,0.80727918799260523
StevenPadden19,0.53292159258512295
FitMommyx5,0.88585107510565197
dmariefin,0.65082263888040548
Kelshee22,0.89990571607044667
chloethacat,0.47884731658993834
iamslugnasty,0.77995662915225017
bluefeathers7,0.76074838071483974
marissaroe,0.020424912753929405
CrisJanLim,0.24176634604064673
valllgare,0.065039150040886687
MARCCmahWERDS,0.73691928175124843
smcmullan10,0.22112512027545458
JC2ok,0.29106801691364209
sfrady23,0.1464048039907267
mirandaalol,0.13005108537469409
JesusYouCanSEE,0.5136000947431989
AWgypsy11,0.63778233041497612
Mohammed__Lee,0.21471931174152659
Cherry4774,0.95555825566582309
Gaski991,0.46733082031988787
SlippySoTrippy,0.76479182464527218
Rodz1LLa,0.47534155729213978
Viktoria_white,0.10854602845079242
ShannonWhaley,0.65193584160247253
TopChefQueens,0.23153791787511246
southcount4lyfe,0.8837655251327079
marisssamarie26,0.078201982060792694
Jaderocks201512,0.16442538802956752
Mr_IWillThrowIt,0.7424476553945627
ashleyxwhoa,0.91046981656119896
Supremo0730,0.3740308957302943
gibabez,0.30457032089200481
strangelilgirl_,0.7212787639530035
Dee_Papa_Pimpin,0.0073167112315854852
JayMoneyy_,0.4595292137908295
lubrey151,0.98175322710378776
999Sheridan,0.086729432739024628
justlikehoneyxx,0.39098809110750843
inkedbeachbabe,0.86058016369689727
RomanOrton1993,0.10338529714318985
cawwwtney,0.042377224317339632
Float_on_always,0.15817323780554854
EthanH73,0.020433821459880926
not_aware_wolf,0.3166659038303607
Jasper_Bobby,0.45829004028444015
FlyGuyJusLivin,0.031275155381817674
lindaalitaa,0.11685623600740401
Paganchristi,0.33844471605769544
myhappyhead,0.95481451772070469
jrgrego92,0.69660989512164495
AyreJordan22,0.4252159261336414
alliewardrop,0.25126354534390782
middletonsarah,0.66295486954206628
getsuperrsonic,0.25732006760779885
TylerSchulz6,0.16502188162307721
ladeelocc,0.079545595729834287
Portillovo,0.64202779718094616
thatmarshallvan,0.9154115784166228
collin_menzel,0.064207776091532373
CodyDuggins,0.61347776763074624
Phum_Phum,0.86016998369791142
jenwongers,0.11503897790859458
jennajayee,0.8343185380932473
jamiecooke_,0.50312315447978051
Creegs_5,0.42081193067577344
sean_raw69,0.11389138928272557
madisiin,0.1461368703150101
waylonfearn,0.32967995679656603
_nick_asher,0.44614435811717273
SMOKEme__imDRO,0.13365307537969009
seanjones0416,0.94998513706198584
tankwilson,0.88798478820947979
NopoGinger,0.80787288830724047
breeee4,0.095687563904952047
brenenden,0.37330725991194535
tommysavitt,0.37231909500803029
ItsRain_,0.82556665173614197
J_Hermmm,0.22186664637997658
lindsaysdealer,0.24227131035121532
yuppyprincess,0.82636190001827936
britWilkinson00,0.3766698873594731
AyDarbay15,0.12893906284760459
nferg24,0.21992775934790459
LaneMartin6,0.38800131678876298
rockyd_,0.64898062023607272
KwanTrae,0.20148280432686841
joe_patrick16,0.49915934397834882
jp_zxliv,0.66756071371976711
sixsoxx,0.32536683014631912
KenseySnyder,0.51494315727279671
loganfergusonn,0.24961883501247212
EskimoPoozel,0.50986465796652902
Chedda_Shedda,0.0768288493294461
madiRcoonce,0.2146297391415368
alexthomaas,0.16532950431170126
jtmitchh,0.33330854386981584
Nikki_McKay,0.66434167288259416
alaynarenay,0.22205133688886444
3point25percent,0.76843307206834444
singleplydragon,0.45919716240716607
MSlovelybird,0.87126750308005763
Swemps,0.92440937970841519
_badcash,0.55294914715350607
15philk,0.3673195046821619
tyedyejer92,0.83746815251799522
fizzandnonsense,0.89277795870889365
basedjose_,0.55795494871662021
KEG0587,0.21265293090059392
Jenna_Elise275,0.15505476012064096
toobvdd,0.096253322892279836
BMcGComedy,0.25382390574074931
RolfPettzy11,0.54965372060605799
amanda_meissner,0.084437133911627285
allielizmac,0.91337243796391898
LoveSousa7,0.013722467840682168
